PheWAS_ID,broad_catagory,category,phenotype,range_ID,sex,field_code,QC_flag_ID,QC_filter_values,first_last_max_min_value,date_code,age_code,case_code,control_code,exclude_case_control_crossover,included_in_analysis,quant_combination,primary_care_code_list,limits,lower_limit,upper_limit,transformation,analysis,age_col,pheno_group,short_desc,group_narrow,concept_name,concept_description,Notes
Q1036,Phenotype,data_field_phenotype,Cholesterol to Total Lipids in Small LDL percentage,R_0,NA,23625,23925,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesterol to Total Lipids in S-LDL % (DFP),Metabolomics,NA,NA,NA
Q1037,Phenotype,data_field_phenotype,Cholesterol to Total Lipids in Small VLDL percentage,R_0,NA,23600,23900,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesterol to Total Lipids in S-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1038,Phenotype,data_field_phenotype,Cholesterol to Total Lipids in Very Large HDL percentage,R_0,NA,23630,23930,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesterol to Total Lipids in VL-HDL % (DFP),Metabolomics,NA,NA,NA
Q1039,Phenotype,data_field_phenotype,Cholesterol to Total Lipids in Very Large VLDL percentage,R_0,NA,23585,23885,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesterol to Total Lipids in VL-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1040,Phenotype,data_field_phenotype,Cholesterol to Total Lipids in Very Small VLDL percentage,R_0,NA,23605,23905,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesterol to Total Lipids in VS-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1041,Phenotype,data_field_phenotype,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,R_0,NA,23485,23785,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in Chylomicrons and EL-VLDL (DFP),Metabolomics,NA,NA,NA
Q1042,Phenotype,data_field_phenotype,Cholesteryl Esters in HDL,R_0,NA,23418,23718,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in HDL (DFP),Metabolomics,NA,NA,NA
Q1043,Phenotype,data_field_phenotype,Cholesteryl Esters in IDL,R_0,NA,23527,23827,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in IDL (DFP),Metabolomics,NA,NA,NA
Q1044,Phenotype,data_field_phenotype,Cholesteryl Esters in LDL,R_0,NA,23417,23717,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in LDL (DFP),Metabolomics,NA,NA,NA
Q1045,Phenotype,data_field_phenotype,Cholesteryl Esters in Large HDL,R_0,NA,23562,23862,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in L-HDL (DFP),Metabolomics,NA,NA,NA
Q1046,Phenotype,data_field_phenotype,Cholesteryl Esters in Large LDL,R_0,NA,23534,23834,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in L-LDL (DFP),Metabolomics,NA,NA,NA
Q1047,Phenotype,data_field_phenotype,Cholesteryl Esters in Large VLDL,R_0,NA,23499,23799,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in L-VLDL (DFP),Metabolomics,NA,NA,NA
Q1048,Phenotype,data_field_phenotype,Cholesteryl Esters in Medium HDL,R_0,NA,23569,23869,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in M-HDL (DFP),Metabolomics,NA,NA,NA
Q1049,Phenotype,data_field_phenotype,Cholesteryl Esters in Medium LDL,R_0,NA,23541,23841,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in M-LDL (DFP),Metabolomics,NA,NA,NA
Q1050,Phenotype,data_field_phenotype,Cholesteryl Esters in Medium VLDL,R_0,NA,23506,23806,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in M-VLDL (DFP),Metabolomics,NA,NA,NA
Q1051,Phenotype,data_field_phenotype,Cholesteryl Esters in Small HDL,R_0,NA,23576,23876,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in S-HDL (DFP),Metabolomics,NA,NA,NA
Q1052,Phenotype,data_field_phenotype,Cholesteryl Esters in Small LDL,R_0,NA,23548,23848,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in S-LDL (DFP),Metabolomics,NA,NA,NA
Q1053,Phenotype,data_field_phenotype,Cholesteryl Esters in Small VLDL,R_0,NA,23513,23813,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in S-VLDL (DFP),Metabolomics,NA,NA,NA
Q1054,Phenotype,data_field_phenotype,Cholesteryl Esters in VLDL,R_0,NA,23416,23716,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in VLDL (DFP),Metabolomics,NA,NA,NA
Q1055,Phenotype,data_field_phenotype,Cholesteryl Esters in Very Large HDL,R_0,NA,23555,23855,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in VL-HDL (DFP),Metabolomics,NA,NA,NA
Q1056,Phenotype,data_field_phenotype,Cholesteryl Esters in Very Large VLDL,R_0,NA,23492,23792,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in VL-VLDL (DFP),Metabolomics,NA,NA,NA
Q1057,Phenotype,data_field_phenotype,Cholesteryl Esters in Very Small VLDL,R_0,NA,23520,23820,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters in VS-VLDL (DFP),Metabolomics,NA,NA,NA
Q1058,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,R_0,NA,23581,23881,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl-Esters - in Chylomicrons % (DFP),Metabolomics,NA,NA,NA
Q1059,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in IDL percentage,R_0,NA,23611,23911,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in IDL % (DFP),Metabolomics,NA,NA,NA
Q1060,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Large HDL percentage,R_0,NA,23636,23936,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in L-HDL % (DFP),Metabolomics,NA,NA,NA
Q1061,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Large LDL percentage,R_0,NA,23616,23916,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in L-LDL % (DFP),Metabolomics,NA,NA,NA
Q1062,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Large VLDL percentage,R_0,NA,23591,23891,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in L-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1063,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Medium HDL percentage,R_0,NA,23641,23941,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in M-HDL % (DFP),Metabolomics,NA,NA,NA
Q1064,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Medium LDL percentage,R_0,NA,23621,23921,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in M-LDL % (DFP),Metabolomics,NA,NA,NA
Q1065,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,R_0,NA,23596,23896,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in M-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1066,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Small HDL percentage,R_0,NA,23646,23946,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in S-HDL % (DFP),Metabolomics,NA,NA,NA
Q1067,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Small LDL percentage,R_0,NA,23626,23926,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in S-LDL % (DFP),Metabolomics,NA,NA,NA
Q1068,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Small VLDL percentage,R_0,NA,23601,23901,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters to Total Lipids in S-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1069,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Very Large HDL percentage,R_0,NA,23631,23931,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters-Total Lipids in VL-HDL % (DFP),Metabolomics,NA,NA,NA
Q1070,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,R_0,NA,23586,23886,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters-Total Lipids in VL-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1071,Phenotype,data_field_phenotype,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,R_0,NA,23606,23906,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Cholesteryl Esters-Total Lipids in VS-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1072,Phenotype,data_field_phenotype,Citrate,R_0,NA,23473,23773,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Citrate (DFP),Metabolomics,NA,NA,NA
Q1073,Phenotype,data_field_phenotype,Clinical LDL Cholesterol,R_0,NA,23404,23704,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Clinical LDL Cholesterol (DFP),Metabolomics,NA,NA,NA
Q1074,Phenotype,data_field_phenotype,Concentration of Chylomicrons and Extremely Large VLDL Particles,R_0,NA,23481,23781,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of Chylomicrons and EL-VLDL (DFP),Metabolomics,NA,NA,NA
Q1075,Phenotype,data_field_phenotype,Concentration of HDL Particles,R_0,NA,23430,23730,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of HDL Particles (DFP),Metabolomics,NA,NA,NA
Q1076,Phenotype,data_field_phenotype,Concentration of IDL Particles,R_0,NA,23523,23823,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of IDL Particles (DFP),Metabolomics,NA,NA,NA
Q1077,Phenotype,data_field_phenotype,Concentration of LDL Particles,R_0,NA,23429,23729,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of LDL Particles (DFP),Metabolomics,NA,NA,NA
Q1078,Phenotype,data_field_phenotype,Concentration of Large HDL Particles,R_0,NA,23558,23858,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of L-HDL Particles (DFP),Metabolomics,NA,NA,NA
Q1079,Phenotype,data_field_phenotype,Concentration of Large LDL Particles,R_0,NA,23530,23830,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of L-LDL Particles (DFP),Metabolomics,NA,NA,NA
Q1080,Phenotype,data_field_phenotype,Concentration of Large VLDL Particles,R_0,NA,23495,23795,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of L-VLDL Particles (DFP),Metabolomics,NA,NA,NA
Q1081,Phenotype,data_field_phenotype,Concentration of Medium HDL Particles,R_0,NA,23565,23865,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of M-HDL Particles (DFP),Metabolomics,NA,NA,NA
Q1082,Phenotype,data_field_phenotype,Concentration of Medium LDL Particles,R_0,NA,23537,23837,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of M-LDL Particles (DFP),Metabolomics,NA,NA,NA
Q1083,Phenotype,data_field_phenotype,Concentration of Medium VLDL Particles,R_0,NA,23502,23802,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of M-VLDL Particles (DFP),Metabolomics,NA,NA,NA
Q1084,Phenotype,data_field_phenotype,Concentration of Small HDL Particles,R_0,NA,23572,23872,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of S-HDL Particles (DFP),Metabolomics,NA,NA,NA
Q1085,Phenotype,data_field_phenotype,Concentration of Small LDL Particles,R_0,NA,23544,23844,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of S-LDL Particles (DFP),Metabolomics,NA,NA,NA
Q1086,Phenotype,data_field_phenotype,Concentration of Small VLDL Particles,R_0,NA,23509,23809,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of S-VLDL Particles (DFP),Metabolomics,NA,NA,NA
Q1087,Phenotype,data_field_phenotype,Concentration of VLDL Particles,R_0,NA,23428,23728,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of VLDL Particles (DFP),Metabolomics,NA,NA,NA
Q1088,Phenotype,data_field_phenotype,Concentration of Very Large HDL Particles,R_0,NA,23551,23851,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of VL- HDL Particles (DFP),Metabolomics,NA,NA,NA
Q1089,Phenotype,data_field_phenotype,Concentration of Very Large VLDL Particles,R_0,NA,23488,23788,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of VL-VLDL Particles (DFP),Metabolomics,NA,NA,NA
Q1090,Phenotype,data_field_phenotype,Concentration of Very Small VLDL Particles,R_0,NA,23516,23816,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Concentration of VS-VLDL Particles (DFP),Metabolomics,NA,NA,NA
Q1091,Phenotype,data_field_phenotype,Creatinine,R_0,NA,23478,23778,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Creatinine (DFP),Metabolomics,NA,NA,NA
Q1092,Phenotype,data_field_phenotype,Degree of Unsaturation,R_0,NA,23443,23743,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Degree of Unsaturation (DFP),Metabolomics,NA,NA,NA
Q1093,Phenotype,data_field_phenotype,Docosahexaenoic Acid,R_0,NA,23450,23750,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Docosahexaenoic Acid (DFP),Metabolomics,NA,NA,NA
Q1094,Phenotype,data_field_phenotype,Docosahexaenoic Acid to Total Fatty Acids percentage,R_0,NA,23457,23757,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Docosahexaenoic Acid to Total Fatty Acids % (DFP),Metabolomics,NA,NA,NA
Q1095,Phenotype,data_field_phenotype,Free Cholesterol in Chylomicrons and Extremely Large VLDL,R_0,NA,23486,23786,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in Chylomicrons and EL-VLDL (DFP),Metabolomics,NA,NA,NA
Q1096,Phenotype,data_field_phenotype,Free Cholesterol in HDL,R_0,NA,23422,23722,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in HDL (DFP),Metabolomics,NA,NA,NA
Q1097,Phenotype,data_field_phenotype,Free Cholesterol in IDL,R_0,NA,23528,23828,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in IDL (DFP),Metabolomics,NA,NA,NA
Q1098,Phenotype,data_field_phenotype,Free Cholesterol in LDL,R_0,NA,23421,23721,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in LDL (DFP),Metabolomics,NA,NA,NA
Q1099,Phenotype,data_field_phenotype,Free Cholesterol in Large HDL,R_0,NA,23563,23863,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in L-HDL (DFP),Metabolomics,NA,NA,NA
Q1100,Phenotype,data_field_phenotype,Free Cholesterol in Large LDL,R_0,NA,23535,23835,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in L-LDL (DFP),Metabolomics,NA,NA,NA
Q1101,Phenotype,data_field_phenotype,Free Cholesterol in Large VLDL,R_0,NA,23500,23800,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in L-VLDL (DFP),Metabolomics,NA,NA,NA
Q1102,Phenotype,data_field_phenotype,Free Cholesterol in Medium HDL,R_0,NA,23570,23870,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in M-HDL (DFP),Metabolomics,NA,NA,NA
Q1103,Phenotype,data_field_phenotype,Free Cholesterol in Medium LDL,R_0,NA,23542,23842,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in M-LDL (DFP),Metabolomics,NA,NA,NA
Q1104,Phenotype,data_field_phenotype,Free Cholesterol in Medium VLDL,R_0,NA,23507,23807,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in M-VLDL (DFP),Metabolomics,NA,NA,NA
Q1105,Phenotype,data_field_phenotype,Free Cholesterol in Small HDL,R_0,NA,23577,23877,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in S-HDL (DFP),Metabolomics,NA,NA,NA
Q1106,Phenotype,data_field_phenotype,Free Cholesterol in Small LDL,R_0,NA,23549,23849,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in S-LDL (DFP),Metabolomics,NA,NA,NA
Q1107,Phenotype,data_field_phenotype,Free Cholesterol in Small VLDL,R_0,NA,23514,23814,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in S-VLDL (DFP),Metabolomics,NA,NA,NA
Q1108,Phenotype,data_field_phenotype,Free Cholesterol in VLDL,R_0,NA,23420,23720,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in VLDL (DFP),Metabolomics,NA,NA,NA
Q1109,Phenotype,data_field_phenotype,Free Cholesterol in Very Large HDL,R_0,NA,23556,23856,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in VL-HDL (DFP),Metabolomics,NA,NA,NA
Q1110,Phenotype,data_field_phenotype,Free Cholesterol in Very Large VLDL,R_0,NA,23493,23793,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in VL-VLDL (DFP),Metabolomics,NA,NA,NA
Q1111,Phenotype,data_field_phenotype,Free Cholesterol in Very Small VLDL,R_0,NA,23521,23821,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol in VS-VLDL (DFP),Metabolomics,NA,NA,NA
Q1112,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,R_0,NA,23582,23882,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol-Total Lipids in ChyloM and EL-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1113,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in IDL percentage,R_0,NA,23612,23912,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in IDL % (DFP),Metabolomics,NA,NA,NA
Q1114,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Large HDL percentage,R_0,NA,23637,23937,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in L-HDL % (DFP),Metabolomics,NA,NA,NA
Q1115,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Large LDL percentage,R_0,NA,23617,23917,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in L-LDL % (DFP),Metabolomics,NA,NA,NA
Q1116,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Large VLDL percentage,R_0,NA,23592,23892,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in L-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1117,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Medium HDL percentage,R_0,NA,23642,23942,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in M-HDL % (DFP),Metabolomics,NA,NA,NA
Q1118,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Medium LDL percentage,R_0,NA,23622,23922,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in M-LDL % (DFP),Metabolomics,NA,NA,NA
Q1119,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Medium VLDL percentage,R_0,NA,23597,23897,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in M-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1120,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Small HDL percentage,R_0,NA,23647,23947,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in S-HDL % (DFP),Metabolomics,NA,NA,NA
Q1121,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Small LDL percentage,R_0,NA,23627,23927,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in S-LDL % (DFP),Metabolomics,NA,NA,NA
Q1122,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Small VLDL percentage,R_0,NA,23602,23902,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in S-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1123,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Very Large HDL percentage,R_0,NA,23632,23932,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol to Total Lipids in VL HDL % (DFP),Metabolomics,NA,NA,NA
Q1124,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Very Large VLDL percentage,R_0,NA,23587,23887,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol-Total Lipids in VL-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1125,Phenotype,data_field_phenotype,Free Cholesterol to Total Lipids in Very Small VLDL percentage,R_0,NA,23607,23907,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Free Cholesterol-Total Lipids in VS-VLDL % (DFP),Metabolomics,NA,NA,NA
Q1126,Phenotype,data_field_phenotype,Glucose,R_0,NA,23470,23770,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Glucose (DFP),Metabolomics,NA,NA,NA
Q1127,Phenotype,data_field_phenotype,Glutamine,R_0,NA,23461,23761,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Glutamine (DFP),Metabolomics,NA,NA,NA
Q1128,Phenotype,data_field_phenotype,Glycine,R_0,NA,23462,23762,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Glycine (DFP),Metabolomics,NA,NA,NA
Q1129,Phenotype,data_field_phenotype,Glycoprotein Acetyls,R_0,NA,23480,23780,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Glycoprotein Acetyls (DFP),Metabolomics,NA,NA,NA
Q1130,Phenotype,data_field_phenotype,HDL Cholesterol,R_0,NA,23406,23706,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,HDL Cholesterol (DFP),Metabolomics,NA,NA,NA
Q1131,Phenotype,data_field_phenotype,Histidine,R_0,NA,23463,23763,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Histidine (DFP),Metabolomics,NA,NA,NA
Q1132,Phenotype,data_field_phenotype,Isoleucine,R_0,NA,23465,23765,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,Isoleucine (DFP),Metabolomics,NA,NA,NA
Q1133,Phenotype,data_field_phenotype,LDL Cholesterol,R_0,NA,23405,23705,all,first,53,21003,NA,NA,NA,1,0,NA,NA,NA,NA,IVNT,quant,named,Metabolomics,LDL Cholesterol (DFP),Metabolomics,NA,NA,NA
